PUESTO_SIMPLIFICADO,PUESTO,CARGO ADMINISTRATIVO,CONTEO,Simp_puesto,Puesto_cargo,Simp_cargo
ASESOR SUPERVISOR ,ASESOR SUPERVISOR,,12,FALSO,FALSO,FALSO
CONTRALOR ,CONTRALOR,,12,FALSO,FALSO,FALSO
CONTRALOR ,SUBCONTRALOR,SUBCONTRALOR UNIVERSITARIO,12,FALSO,FALSO,FALSO
DECANO ,DECANO,,140,FALSO,FALSO,FALSO
DECANO ,DECANO,PROFESIONAL EN MICROBIOLOGÍA,12,FALSO,FALSO,FALSO
DECANO ,DECANO,PROFESIONAL EN ODONTOLOGÍA,11,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR,,114,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR,DIRECTOR  ,48,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR,DIRECTOR DE LA OFICINA DE BIENESTAR Y SALUD,12,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR,DIRECTOR(A) DEL CANAL UCR,12,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR,DIRECTOR(A) DEL SEMANARIO UNIVERSIDAD,12,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR,"DIRECTOR(A) DEL SISTEMA DE BIBLIOTECAS, DOCUMENTACIÓN E INFORMACIÓN",12,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR,DIRECTOR(A) DEL SISTEMA RADIOFÓNICO DE LA UNIVERSIDAD DE COSTA RICA,12,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR CENTRO INVESTIGACION,,201,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR CENTRO REGIONAL,,70,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR CIL,,11,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR DE ESCUELA,,537,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR ESTACION EXPERIMENTAL,,35,FALSO,FALSO,FALSO
DIRECTOR ,DIRECTOR INSTITUTO INVESTIGACION,,95,FALSO,FALSO,FALSO
JEFE,JEFE A,,62,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE ADMINISTRACIÓN DE SALARIOS,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE ADQUISICIÓN DE SUMINISTROS,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE BECAS SOCIOECONÓMICAS,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE BENEFICIOS COMPLEMENTARIOS,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE BIENES INSTITUCIONALES,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CAJAS,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE COBROS ESTUDIANTILES,8,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONSTRUCCIÓN DE INFRAESTRUCTURAS DE OEPI,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONTABILIDAD,9,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONTROL DE CALIDAD DE AUDITORIAS,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONTROL DE INGRESOS,8,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONTROL DE OPERACIONES,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONTROL DE PAGOS,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONTROL DE VÍNCULO EXTERNO,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONTROL INTERNO DE OAF,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONTROL INTERNO DE OPLAU,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CONTROL INTERNO Y ASEGURAMIENTO DE CALIDAD EN RECURSOS HUMANOS,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE CORREO,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE DISEÑO Y PLANIFICACIÓN DE INFRAESTRUCTURAS DE OEPI,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE EJECUCIÓN CONTRACTUAL,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE ESTUDIOS DEL CONSEJO UNIVERSITARIO,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE GESTIÓN DE PAGO,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE GESTIÓN DE SERVICIOS CONTRATADOS,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE IMPORTACIONES,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE LABORATORIO CLÍNICO,24,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE MANTENIMIENTO Y CONSTRUCCIÓN,5,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE PLANIFICACIÓN LOGÍSTICA,10,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE PRESUPUESTO ORDINARIO,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE PROGRAMA DE RESIDENCIAS ESTUDIANTILES,12,FALSO,FALSO,FALSO
JEFE,JEFE A,"JEFE DE PROGRAMAS DEPORTIVOS, RECREATIVOS Y ARTÍSTICOS",12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE PROMOCIÓN DE LA INVESTIGACIÓN,1,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE PROMOCIÓN DE LA SALUD,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE RECLUTAMIENTO Y SELECCIÓN,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE REDACCIÓN DEL SEMANARIO UNIVERSIDAD,6,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE SEGURIDAD Y TRÁNSITO,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE SERVICIOS DE SALUD,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE SISTEMA EDITORIAL,12,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE TECNOLOGÍAS DE INFORMACIÓN,85,FALSO,FALSO,FALSO
JEFE,JEFE A,JEFE DE TRANSPORTES,2,FALSO,FALSO,FALSO
JEFE,JEFE B,,45,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE ADMINISTRATIVO DE VICERRECTORÍA,56,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE ADMISIÓN Y MATRÍCULA,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE ANÁLISIS ADMINISTRATIVO,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE AREA DE ADQUISICIONES,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE AREA DE LOGÍSTICA,2,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE AUDITORÍA,54,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE CENTRO DE INFORMACIÓN Y SERVICIOS TÉCNICOS,15,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE CONTABILIDAD GENERAL,11,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE EVALUACIÓN DE PLANIFICACIÓN UNIVERSITARIA,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE EXPEDIENTES ACADÉMICOS Y GRADUACIONES,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE GESTIÓN ADMINISTRATIVA DE VICERRECTORÍA,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE GESTIÓN DE ACCIÓN SOCIAL,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE GESTIÓN DE COMISIONES Y MEJORAMIENTO CONTINUO,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE INVESTIGACIÓN Y EVALUACIÓN ACADÉMICA,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE PLANEAMIENTO UNIVERSITARIO,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE PLANIFICACIÓN PRESUPUESTARIA,9,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE PROYECTOS DE TECNOLOGÍAS DE INFORMACIÓN,36,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DE TESORERÍA,12,FALSO,FALSO,FALSO
JEFE,JEFE B,JEFE DEL ÁREA DE DESARROLLO HUMANO,12,FALSO,FALSO,FALSO
JEFE,JEFE B,SUBDIRECTOR DE CENTRO DE INFORMÁTICA,12,FALSO,FALSO,FALSO
JEFE,JEFE B,SUBDIRECTOR DE OFICINA JURÍDICA,11,FALSO,FALSO,FALSO
JEFE,JEFE B,"SUBDIRECTOR DEL SISTEMA DE BIBLIOTECAS, DOCUMENTACIÓN E INFORMACIÓN",12,FALSO,FALSO,FALSO
MIEMBRO CONSEJO UNIVERSITARIO ,MIEMBRO CONSEJO UNIVERSITARIO,,96,FALSO,FALSO,FALSO
PERSONAL EXTRAORDINARIO,PERSONAL EXTRAORDINARIO I,,89,FALSO,FALSO,FALSO
PERSONAL EXTRAORDINARIO,PERSONAL EXTRAORDINARIO II,,32,FALSO,FALSO,FALSO
PERSONAL VINCULO REMUNERADO ,PERSONAL VINCULO REMUNERADO,,129,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,,807,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,COORDINADOR DE SERVICIOS GENERALES DE SEDE,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,COORDINADOR DE SERVICIOS GENERALES DE SEDE DEL PACÍFICO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,ENCARGADO DE DIFRACCIÓN DE RAYOS X,5,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,FACILITADOR EN EL TRÁMITE DE CONVENIOS DE COOPERACIÓN INTERNACIONAL,20,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,FACILITADOR EN EL TRÁMITE DE PROYECTOS DE EXTENSIÓN CULTURAL Y DOCENTE,76,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,JEFATURA ADMINISTRATIVA A DE CENTRO,128,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,JEFATURA ADMINISTRATIVA A DE ESCUELA,249,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,JEFATURA ADMINISTRATIVA A DE RECINTO,33,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,JEFATURA ADMINISTRATIVA DE ESTACIÓN EXPERIMENTAL,25,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,JEFATURA ADMINISTRATIVA DE INSTITUTO,125,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,JEFATURA ADMINISTRATIVA DE OFICINA,73,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,LABORES DE PROFESIONAL EN PERIODISMO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL A EN CATALOGACIÓN,111,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL COORDINADOR A DE BIBLIOTECA,48,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL COORDINADOR DE ARCHIVO HISTÓRICO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL COORDINADOR DE ASESORÍA ARCHIVÍSTICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL COORDINADOR DE EVALUACIÓN NUTRICIONAL DE ALIMENTOS PARA ANIMALES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL COORDINADOR DE SERVICIOS DE LABORATORIO DE LA CARRERA DE INGENIERÍA QUÍMICA,10,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL DE LA UNIDAD DE INVESTIGACIÓN DE ÁREAS PROTEGIDAS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL DE LABORATORIO EN OCEANOGRAFÍA QUÍMICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL DE SERVICIOS DE SOPORTE INFORMÁTICO Y STREAMING INSTITUCIONAL,9,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ACTIVIDADES CULTURALES DE SEDE,10,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ACTIVIDADES DE CAPACITACIÓN,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ADMINISTRACIÓN DE FONDO DE TRABAJO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ADMINISTRACIÓN DE REDES INFORMÁTICAS INSTITUCIONALES,19,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ADMINISTRACIÓN DEL CATÁLOGO DE BIENES Y SERVICIOS,23,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ADQUISICIÓN DE BIENES Y SERVICIOS,133,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ADQUISICIÓN DE BIENES Y SERVICIOS DE LANAMME,11,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ANÁLISIS DE CALIDAD DE AGUA,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ANÁLISIS DE PROPUESTAS DE INNOVACIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ANÁLISIS DE RESIDUOS DE PLAGUICIDAS,48,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN APOYO A LA GESTIÓN ACADÉMICA DE VICERRECTORÍA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN APOYO A LA GESTIÓN DE COMUNICACIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN APOYO A LA INVESTIGACIÓN DE ESTRUCTURAS MICROSCÓPICAS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN APOYO A LA INVESTIGACIÓN DEL LANAMME A,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN APOYO A LA INVESTIGACIÓN GEOFÍSICA,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN APOYO A LA PRODUCCIÓN AUDIOVISUAL,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN APOYO A LA REGENCIA QUÍMICA INSTITUCIONAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN APOYO DE PROYECTOS EN SALUD,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,"PROFESIONAL EN APOYO TÉCNICO A LOS PROCESOS DE SISMOLOGÍA, VULCANOLOGÍA Y GEOFÍSICA",7,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN APROVISIONAMIENTO DE LA ESCUELA DE QUÍMICA,11,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ARCHIVÍSTICA,84,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ASESORÍA ARCHIVÍSTICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ASESORÍA TÉCNICA A ADMINISTRADORES DE RED,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ATENCIÓN INTEGRAL DE LA SALUD INFANTIL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN BECAS Y BENEFICIOS COMPLEMENTARIOS DE SEDE,32,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN BENEFICIOS COMPLEMENTARIOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN BIBLIOTECOLOGÍA,223,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN CANJE DE RECURSOS BIBLIOGRÁFICOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN COMPRAS ESPECIALIZADAS DE SEDE,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN COMPROMISOS PRESUPUESTARIOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN COMUNICACIÓN DEL SIEDIN,1,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN CONSULTORÍA JURÍDICA,67,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN CONTRATACIÓN DE SERVICIOS EXTERNOS,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN CONTROL DE DISEÑO Y DIAGRAMACIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN CONTROL DE IMPRENTA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN CONTROL DE PÓLIZAS DE SEGUROS,7,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN CONTROL INTERNO Y ASEGURAMIENTO DE LA CALIDAD EN RECURSOS HUMANOS,6,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN CONTROL Y GESTIÓN DE CALIDAD DE OSUM,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN CONTROL Y TRÁMITE DE PAGOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN DESARROLLO Y GESTIÓN DE SERVICIOS Y PRODUCTOS.,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN DESCRIPCIÓN DOCUMENTAL ESPECIALIZADA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN DISEÑO DE SITIOS WEB,14,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN DISEÑO GRÁFICO,72,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN DIVULGACIÓN DE INFORMACIÓN,33,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN DIVULGACIÓN E INFORMACIÓN DE SEDE,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN EDICIÓN AUDIOVISUAL,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN EDICIÓN DE REVISTA,156,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN EDUCACIÓN PREESCOLAR,199,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN EJECUCIÓN CONTRACTUAL,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN EJECUCIÓN PRESUPUESTARIA,18,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ENSAYOS BIOLÓGICOS,39,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ENSAYOS DE LABORATORIO DE RECURSOS NATURALES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ESTADÍSTICA,49,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN ESTADÍSTICA DE BECAS SOCIOECONÓMICAS,9,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN EVALUACIÓN DE RED VIAL,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN EVALUACIÓN DE REVISTAS Y PORTAL WEB,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN GESTIÓN DE DOCTORADO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN GESTIÓN DE PAGO,4,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN GESTIÓN DE PROYECTOS DE TRABAJO COMUNAL UNIVERSITARIO,19,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN GESTIÓN DE RECTORÍA,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN GESTIÓN FINANCIERA DE FONDOS DE VÍNCULO EXTERNO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN GESTIÓN FINANCIERA DE SEDE,9,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN GESTIÓN FINANCIERA DE VICERRECTORÍA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN GESTIÓN INTEGRAL DE PAGO,131,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN INFORMES FINANCIEROS DE OAF,20,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN INFORMÁTICA,548,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN MANTENIMIENTO DE COLECCIONES,18,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN MANTENIMIENTO DE EQUIPO DE ESTRUCTURAS MICROSCÓPICAS,5,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN MANTENIMIENTO DE EQUIPO ELECTRÓNICO,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN PLANIFICACIÓN LOGÍSTICA,35,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN POST-COSECHAS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN PRESUPUESTO DE RECURSOS BIBLIOGRÁFICOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN PRODUCCIÓN GRÁFICA PARA TELEVISIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN PROGRAMACIÓN RADIOFÓNICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN PROGRAMAS ARTÍSTICOS,47,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN PROGRAMAS DEPORTIVOS Y RECREATIVOS,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN PROGRAMAS DEPORTIVOS Y RECREATIVOS DE SEDE,49,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN PROMOCIÓN DE SERVICIOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN QUÍMICA APLICADA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN RECLUTAMIENTO Y SELECCIÓN DE PERSONAL A,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN RECURSOS HUMANOS DE SEDE,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN REFERENCIA BIBLIOGRÁFICA,363,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN REGISTRO E INFORMACIÓN ESTUDIANTIL DE SEDE,62,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN REGISTROS CONTABLES,12,FALSO,FALSO,FALSO
