PUESTO_SIMPLIFICADO,PUESTO,CARGO ADMINISTRATIVO,CONTEO,Simp_puesto,Puesto_cargo,Simp_cargo
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN REPOSITORIO DE INVESTIGACIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN SALUD OCUPACIONAL,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN SANEAMIENTO AMBIENTAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN SEGUIMIENTO DE ACUERDOS Y PROYECTOS DE LEY DEL CONSEJO UNIVERSITARIO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN SEGUIMIENTO DE PROYECTOS DE LEY,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN SISTEMA DE GESTIÓN DE CALIDAD,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN SISTEMAS DE INFORMACIÓN GEOGRÁFICA Y AGRONÓMICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN SUSCRIPCIÓN Y COMPRA DE PUBLICACIONES PERIÓDICAS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN TECNOLOGÍAS DE COMUNICACIÓN VISUAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN TRÁMITE DE PROYECTOS UNIVERSITARIOS,19,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL EN VERIFICACIÓN DE RECURSOS BIBLIOGRÁFICOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL ENCARGADO DE PLATAFORMAS INFORMÁTICAS Y TELEMÁTICA,48,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL A,PROFESIONAL FACILITADOR DE PROYECTOS DE DOCENCIA,6,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,,470,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,CURADOR DE COLECCIONES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,JEFATURA ADMINISTRATIVA B DE CENTRO,35,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,JEFATURA ADMINISTRATIVA B DE ESCUELA,153,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,JEFATURA ADMINISTRATIVA B DE OFICINA,48,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,JEFATURA ADMINISTRATIVA B DE RECINTO,5,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,JEFATURA ADMINISTRATIVA DE INTERSEDE,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL ASISTENTE DEL VICERRECTOR DE ACCIÓN SOCIAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL B EN CATALOGACIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR ARTÍSTICO DE DANZA,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE CASA INFANTIL UNIVERSITARIA DE SEDE,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE CATALOGACIÓN DE SEDE,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE DESARROLLO TECNOLÓGICO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE EVALUACIÓN DE LA INVESTIGACIÓN,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE GESTIÓN DE CAPACITACIÓN Y CONSULTORÍA,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE LABORATORIO DE FÍSICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE LOGÍSTICA Y OPERACIONES,1,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE PRODUCCIÓN DE SUEROS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE PROYECTOS INFORMÁTICOS EDUCATIVOS EN SALUD,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE SERVICIOS BIBLIOTECARIOS DE SEDE,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE TECNOLOGÍAS DE INFORMACIÓN DEL LANAMME,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DE TRANSMISIONES TELEVISIVAS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR DEL LABORATORIO DE INGENIERÍA MARÍTIMA DE RÍOS Y ESTUARIOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL COORDINADOR ÁREA FINANCIERA DE SEDE,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL CURADOR DE MUSEO,2,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,"PROFESIONAL DE APOYO A PROCESOS DE INVESTIGACIÓN, ACCIÓN SOCIAL Y DOCENCIA DE LA ESCUELA DE ADMINISTRACIÓN PÚBLICA",7,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ACREDITACIÓN Y ASUNTOS ESTUDIANTILES DE DEPARTAMENTOS CLÍNICOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ADMINISTRACIÓN DE SALARIOS,72,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ANÁLISIS ADMINISTRATIVO,69,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ANÁLISIS DE PROPUESTAS DE INNOVACIÓN,16,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ANÁLISIS SOCIOECONÓMICO,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO A LA INVESTIGACIÓN DE LANAMME,77,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO A LA INVESTIGACIÓN DE VIROLOGÍA DE PLANTAS,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO A LA INVESTIGACIÓN EDUCATIVA,2,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO A LA INVESTIGACIÓN LINGÜÍSTICA,48,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO A LA INVESTIGACIÓN METEOROLÓGICA,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO A LA INVESTIGACIÓN MICROBIOLÓGICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO A LA INVESTIGACIÓN QUÍMICA GEOLÓGICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO A PRUEBA DE APTITUD ACADÉMICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO AL PROGRAMA DE LIDERAZGO UNIVERSITARIO,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO DE EVALUACIÓN DE PLANES UNIVERSITARIOS,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO DE PLANEAMIENTO UNIVERSITARIO,60,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APOYO DE PROYECTOS Y PROGRAMAS INSTITUCIONALES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN APROVISIONAMIENTO DE RECURSOS BIBLIOGRÁFICOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ARCHIVÍSTICA UNIVERSITARIA,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ARQUITECTURA DE SERVICIOS GENERALES,84,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ASESORÍA DE OAF,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ASESORÍA LEGAL DE ASUNTOS INTERNACIONALES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ASESORÍA LEGAL DE COMISIÓN INSTRUCTORA INSTITUCIONAL,3,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ASESORÍA LEGAL DE LANAMME,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ASESORÍA LEGAL DE RELACIONES LABORALES,6,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ASESORÍA LEGAL DE SERVICIOS GENERALES,3,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ASESORÍA LEGAL DE SUMINISTROS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ASESORÍA LEGAL DEL SEP,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ASESORÍA Y EVALUACIÓN CURRICULAR,195,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ATENCIÓN PSICOLÓGICA INFANTIL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN AUDITORÍA,79,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN CALIDAD QUÍMICA DE GRANOS Y SEMILLAS,11,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN COMUNICACIÓN DE LA ODI,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN COMUNICACIÓN DE VICERRECTORÍA,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN CONSERVACIÓN DE COLECCIONES,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN CONTROL DE PRESUPUESTOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN CONTROL DEL SISTEMA DE GESTIÓN DE CALIDAD,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN CONTROL INTERNO DE OAF,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN CONTROL INTERNO Y GESTIÓN DE CALIDAD DE SERVICIOS GENERALES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN CURACIÓN DE COLECCIÓN DE INSECTOS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN DESARROLLO HUMANO,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN DESARROLLO HUMANO DE SERVICIOS GENERALES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN DESARROLLO Y MANTENIMIENTO DE TECNOLOGÍAS DE INFORMACIÓN,251,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN EDICIÓN DEL SEMANARIO DIGITAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN EDUCACIÓN ESPECIAL CASED,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN EDUCACIÓN MUSEOLÓGICA,2,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ELABORACIÓN DE INDICADORES DE GESTIÓN ADMINISTRATIVA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ELABORACIÓN DE PROTOCOLOS Y ANÁLISIS QUÍMICOS DE CIPRONA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ENFERMERÍA,99,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ESTADÍSTICA DE REGISTRO E INFORMACIÓN,3,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ESTADÍSTICA DEL SEP,5,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ESTUDIOS ESPECIALES ESTUDIANTILES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN FACTIBILIDAD DE TRANSFERENCIA DE TECNOLOGÍA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN FILOLOGÍA,45,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN FORMULACIÓN DE PROYECTOS DE OPLAU,3,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN GEOGRAFÍA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN GEOGRAFÍA DEL LANAMME,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN GESTIÓN ADMINISTRATIVA DE OFICINA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN GESTIÓN ADMINISTRATIVA Y DE PROYECTOS DE OEPI,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN GESTIÓN ADUANERA,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN GESTIÓN DE LA CALIDAD Y DESEMPEÑO,5,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN GESTIÓN DE LA VALORACIÓN DE RECURSOS Y PROVEEDORES,47,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN GESTIÓN DEL DESEMPEÑO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN GESTIÓN MUNICIPAL,36,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN INFRAESTRUCTURA CIVIL Y VIAL,96,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN INGENIERÍA CIVIL DE SERVICIOS GENERALES,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN INGENIERÍA ELÉCTRICA,35,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN INVESTIGACIÓN Y DIVULGACIÓN DEL PIAM,17,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN MERCADEO Y VENTAS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ORIENTACIÓN CASE,72,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ORIENTACIÓN DEL COVO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN ORIENTACIÓN ESTUDIANTIL DE SEDE,109,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PERIODISMO,253,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PERIODISMO Y RELACIONES PÚBLICAS DEL CONSEJO UNIVERSITARIO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PLANIFICACIÓN PRESUPUESTARIA,22,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PREVENCIÓN Y ATENCIÓN DEL HOSTIGAMIENTO SEXUAL,14,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PROCESO DE ADECUACIONES PARA PRUEBAS DE ADMISIÓN,15,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PROCESOS DE ACOSO LABORAL,13,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PROCESOS DE ORIENTACIÓN EDUCATIVA DE PERSONAS MAYORES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PRODUCCIÓN AGRÍCOLA NO CONTAMINANTE,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PRODUCCIÓN AUDIOVISUAL,137,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PRODUCCIÓN INFORMÁTICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PRODUCCIÓN RADIOFÓNICA,56,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PROMOCIÓN DE LA INNOVACIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PROMOCIÓN DE LA SALUD,45,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PSICOLOGÍA CASE,51,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PSICOLOGÍA DE SEDE,118,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PSICOLOGÍA DE SELECCIÓN DE PERSONAL,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PSICOLOGÍA DEL CIL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN PSICOLOGÍA DEL PROGRAMA DE RESIDENCIAS ESTUDIANTILES,16,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN RELACIONES PÚBLICAS,75,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN SERVICIOS BIBLIOTECARIOS,63,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN TRABAJO SOCIAL CASE,58,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN TRABAJO SOCIAL DE RESIDENCIAS ESTUDIANTILES,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN TRABAJO SOCIAL DE SEDE,107,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN TRABAJO SOCIAL DEL CIL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL EN VETERINARIA,9,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL ENCARGADO DE LA UNIDAD DE ACTAS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL ENCARGADO DEL PROGRAMA INTEGRAL PARA LA PERSONA ADULTA MAYOR,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL GESTOR DE FINANCIAMIENTO DE INVESTIGACIÓN,21,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL GESTOR DE PROYECTOS DE INVESTIGACIÓN,84,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL B,PROFESIONAL GESTOR EN GOBIERNO ABIERTO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,,280,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,COORDINADOR EN ESTADÍSTICA DE BECAS SOCIOECONÓMICAS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,JEFATURA ADMINISTRATIVA C DE ESCUELA,109,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,JEFATURA ADMINISTRATIVA DE FACULTAD,155,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,JEFATURA ADMINISTRATIVA DE SEDE REGIONAL,37,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,JEFATURA ADMINISTRATIVA DE SIBDI,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL ASESOR DE LOS MIEMBROS DEL CONSEJO UNIVERSITARIO,124,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR ADMINISTRATIVO DE ASUNTOS INTERNACIONALES,11,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR C DE BIBLIOTECA,72,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE ATENCIÓN ESTUDIANTIL DE SEDE,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE BECAS AL EXTERIOR,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE CALIDAD Y DESARROLLO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE CARGAS ACADÉMICAS,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE CASA INFANTIL UNIVERSITARIA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE CASE,84,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE CASED,9,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE CENTRO CATALOGRÁFICO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE CENTRO INFANTIL (CILEM),12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE COMERCIALIZACIÓN,9,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE COOPERACIÓN INTERNACIONAL,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE DESARROLLO Y MANTENIMIENTO DE TIC,106,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE DISEÑO,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE EVALUACIÓN ACADÉMICA,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE GESTIÓN DE PAGO,24,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE IMPRESIÓN,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE INGENIERÍA ESTRUCTURAL Y DE PUENTES,12,FALSO,FALSO,FALSO
PROFESIONAL,PROFESIONAL C,PROFESIONAL COORDINADOR DE INGENIERÍA MUNICIPAL,12,FALSO,FALSO,FALSO
